央视频道,#genre#

SCTV-6ç”»ä¸­ç”»|æ¾œéœ²ç›´æ’­,http://home.yixi.pro:10043/udp/239.93.1.140:5140

SCTV-7ç”»ä¸­ç”»|æ¾œéœ²ç›´æ’­,http://home.yixi.pro:10043/udp/239.93.1.145:5140

SCTV-9ç”»ä¸­ç”»|æ¾œéœ²ç›´æ’­,http://home.yixi.pro:10043/udp/239.93.1.148:5140

SCTV-ç§‘æ•™ç”»ä¸­ç”»|æ¾œéœ²ç›´æ’­,http://home.yixi.pro:10043/udp/239.93.1.146:5140

SCTV-ç”»ä¸­ç”»|æ¾œéœ²ç›´æ’­,http://home.yixi.pro:10043/udp/239.93.1.139:5140

SCTV1,https://liveh12.vtvprime.vn/hls/SCTV1/03.m3u8
SCTV1,https://liveh34.vtvprime.vn/hls/SCTV14/03.m3u8

SCTV10,https://liveh34.vtvprime.vn/hls/SCTV10/01.m3u8

SCTV11,https://liveh34.vtvprime.vn/hls/SCTV11/01.m3u8

SCTV12,https://liveh34.vtvprime.vn/hls/SCTV12/03.m3u8

SCTV13,https://liveh34.vtvprime.vn/hls/SCTV13/03.m3u8

SCTV16,https://liveh34.vtvprime.vn/hls/SCTV16/04.m3u8

SCTV18,https://liveh34.vtvprime.vn/hls/SCTV18/03.m3u8

SCTV19,https://liveh34.vtvprime.vn/hls/SCTV19/03.m3u8

SCTV2,https://liveh12.vtvprime.vn/hls/SCTV2/03.m3u8

SCTV20,https://liveh34.vtvprime.vn/hls/SCTV20/03.m3u8

SCTV21,https://liveh34.vtvprime.vn/hls/SCTV21/03.m3u8

SCTV22,https://liveh34.vtvprime.vn/hls/SCTV22/04.m3u8

SCTV3,https://liveh34.vtvprime.vn/hls/SCTV3/01.m3u8

SCTV6,https://liveh34.vtvprime.vn/hls/SCTV6/03.m3u8

SCTV7,https://liveh34.vtvprime.vn/hls/SCTV7/01.m3u8
SCTV7,http://171.213.145.135:8188/rtp/239.93.0.219:5140

SCTV8,https://liveh34.vtvprime.vn/hls/SCTV8/01.m3u8

SCTVPIM,https://liveh12.vtvprime.vn/hls/SCTVPHIM/03.m3u8

SE-67首合集,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cp7v5hvog65pib9gvgr0&ratio=720p&line=0

SE精选0首(2小时),https://txmov2.a.kwimgs.com/upic/2023/07/30/19/BMjAyMzA3MzAxOTEyNDhfODI4NTk1NTQ0XzEwOTI2ODgxNTQyOF8yXzM=_b_B1770e5ac950c20cda3df1678ded64cbc.mp4?tag=1-1754625871-std-1-9msmgkqnic-492b9eaf83438074&clientCacheKey=3xdck2arwksxhfw_b.mp4&tt=b&di=88ccff4&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1

SMART知識台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang19&token=xiatianshigou

SMJ-700,https://t33.cdn2020.com/video/m3u8/2025/12/31/b4a08cc7/index.m3u8

SNIS-309,http://t33.cdn2020.com/video/m3u8/2025/11/06/036bb696/index.m3u8

SNY(SPORTNETNY),http://nor1live.win:80/livehttpplay?channel_id=23148

SONE-976,http://t33.cdn2020.com/video/m3u8/2025/11/13/240c05c9/index.m3u8

SONYCENTRA,http://nor3live.win:80/livehttpplay?channel_id=23307

SONYCINE,http://nor2live.win:80/livehttpplay?channel_id=23204

SONYMOVIES,http://nor2live.win:80/livehttpplay?channel_id=23205

SPACEARG.,http://nor2live.win:80/livehttpplay?channel_id=16508

SPACECENTRAL,http://nor3live.win:80/livehttpplay?channel_id=23313

SPORTSMAX,http://nor2live.win:80/livehttpplay?channel_id=16513

SPORTSMAX2,http://nor2live.win:80/livehttpplay?channel_id=16514

SPOTV,http://iptv.4666888.xyz/iptv2A.php?id=2

SPOTV2,http://iptv.4666888.xyz/iptv2A.php?id=1

SSNI-85,https://t33.cdn2020.com/video/m3u8/2025/12/29/466b5559/index.m3u8

SSNI-865,https://t33.cdn2020.com/video/m3u8/2025/12/29/cbfa103e/index.m3u8

STARCANNEL,http://nor3live.win:80/livehttpplay?channel_id=23305

START-272,https://t33.cdn2020.com/video/m3u8/2026/01/02/ce232842/index.m3u8

SUN,https://nl.utako.moe/suntv/index.m3u8

SUN(Primehome),http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx07

SYE魏,https://live.ottiptv.cc/douyu/9460834

SYSPORTSLALIGA(EMO),http://nor1live.win:80/livehttpplay?channel_id=23032

SYTV,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8

ShoppingNT(720p),https://live.shoppingntmall.com/live/10011.m3u8

SiTV东方财经,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002025/index.m3u8

SiTV乐游,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002016/index.m3u8

SiTV动漫秀场,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002000/index.m3u8

SiTV劲爆体育,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002026/index.m3u8

SiTV法治天地,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002010/index.m3u8

SiTV游戏风云,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002024/index.m3u8

SiTV生活时尚,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002019/index.m3u8

SiTV都市频道,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002022/index.m3u8

SiTV金色学堂,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002018/index.m3u8

SiTV魅力足球,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002021/index.m3u8

SimonAmstell：躺平哲学,https://live.ottiptv.cc/yy/1382749951

Sixegree,https://cfss.cc/api/kg/13221831.mp4

SkinnyGirls,http://live.mycamtv.com/skinny.m3u8

SkyA,https://nl.utako.moe/skya/index.m3u8

SkyA(Primehome),http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs01

SkyTennis+,http://iptv.4666888.xyz/iptv2A.php?id=62

SoldOut,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000coop9krc77u2ah4aikq0&ratio=720p&line=0

SpaceShowerTV,https://nl.utako.moe/spaceshower/index.m3u8

SpaceShowerTV(Primehome),http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs26

SportLivePlus,https://nl.utako.moe/sport_live_plus/index.m3u8

StarSky,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300f9c0000bt8c32me4f98gqkmvu00&ratio=720p&line=0

Starshine刹那,https://live.ottiptv.cc/douyu/9191006

Storm憋了一年大招,https://live.ottiptv.cc/yy/1382735559

Story,http://nor1live.win:80/livehttpplay?channel_id=23085

StudioUniversal,http://nor3live.win:80/livehttpplay?channel_id=23354

Svip丶YoYo,https://live.ottiptv.cc/douyu/3472959

SyFy,http://nor1live.win:80/livehttpplay?channel_id=23111

SyFyEast,http://nor1live.win:80/livehttpplay?channel_id=23071

S哥影视,https://live.ottiptv.cc/huya/24720260

S女老诗,https://live.ottiptv.cc/douyu/563536

T8NNICARAGUA,http://nor2live.win:80/livehttpplay?channel_id=16536

TAINGUYENTV,https://liveh34.vtvprime.vn/hls/THAINGUYENTV/03.m3u8

TAYNINTV,https://liveh34.vtvprime.vn/hls/TAYNINHTV/03.m3u8

TBS,https://nl.utako.moe/TBS/index.m3u8

TBS(Primehome),http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=hdgd04
TBS(Primehome),http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd04

TBSChannel1,https://nl.utako.moe/tbsch1/index.m3u8

TBSChannel2,https://nl.utako.moe/tbsch2/index.m3u8

TBSNews(Primehome),http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs11

TEENNIC,http://nor3live.win:80/livehttpplay?channel_id=23328

TELEFE,http://nor2live.win:80/livehttpplay?channel_id=16558

TELEMICRO,http://nor2live.win:80/livehttpplay?channel_id=23259

TELEMUNO,http://nor1live.win:80/livehttpplay?channel_id=23042
TELEMUNO,http://nor3live.win:80/livehttpplay?channel_id=23338

TELEMUNOEAST,http://nor1live.win:80/livehttpplay?channel_id=23003

TELEMUNOMOUNTAIN,http://nor1live.win:80/livehttpplay?channel_id=23004

TELEMUNOWEST,http://nor1live.win:80/livehttpplay?channel_id=23002

TELERITMO,http://nor2live.win:80/livehttpplay?channel_id=23221

TELESUR,http://nor2live.win:80/livehttpplay?channel_id=16529

TELEUNIVERSO,http://nor2live.win:80/livehttpplay?channel_id=23255

TELEXITOSS,http://nor1live.win:80/livehttpplay?channel_id=23001

TENNISUSA,http://nor1live.win:80/livehttpplay?channel_id=23129

TFBOYS饭团,https://live.ottiptv.cc/douyu/9565765

TIGOSPORTS,http://nor2live.win:80/livehttpplay?channel_id=16505

TISTVS,http://nor2live.win:80/livehttpplay?channel_id=23203

TLCISCOVERY,http://nor3live.win:80/livehttpplay?channel_id=23319

TNT,http://nor3live.win:80/livehttpplay?channel_id=23348

TNTCILE/PERU,http://nor2live.win:80/livehttpplay?channel_id=16546

TNTCOLOMBIA,http://nor2live.win:80/livehttpplay?channel_id=16545

TNTMÉXICO,http://nor2live.win:80/livehttpplay?channel_id=16544

TNTOONOTICIAS,http://nor2live.win:80/livehttpplay?channel_id=16526

TNTSERIESARGENTINA,http://nor2live.win:80/livehttpplay?channel_id=16551

TNTSERIESCOLOMBIA,http://nor2live.win:80/livehttpplay?channel_id=16550

TNTSERIESMÉXICO,http://nor2live.win:80/livehttpplay?channel_id=16549

TNTSPORTS2CILE,http://nor2live.win:80/livehttpplay?channel_id=16542

TNTSPORTS3CILE,http://nor2live.win:80/livehttpplay?channel_id=16543

TNTSPORTSARG.,http://nor2live.win:80/livehttpplay?channel_id=16512

TNTSPORTSCILE,http://nor2live.win:80/livehttpplay?channel_id=16541

TNTSURAMERICA,http://nor2live.win:80/livehttpplay?channel_id=16511

TNTUSA,http://nor1live.win:80/livehttpplay?channel_id=23133

TOYOMX1,https://nl.utako.moe/Tokyo_MX1/index.m3u8

TOYOMX1(Primehome),http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=hdgd08
TOYOMX1(Primehome),http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd08

TOYOMX2,https://nl.utako.moe/Tokyo_MX2/index.m3u8

TRACESPORTS,http://nor3live.win:80/livehttpplay?channel_id=23341

TRACESportStars,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv077&token=xiatianshigou

TRACEURBAN,https://php.946985.filegear-sg.me/mytv265.php?id=TRUR

TRACEUrban,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv082&token=xiatianshigou

TRAVELCANNELWEST,http://nor1live.win:80/livehttpplay?channel_id=23099

TSSS映画,https://live.ottiptv.cc/douyu/9749339

TUNMX,http://nor1live.win:80/livehttpplay?channel_id=23048

TUO肖恩,https://live.ottiptv.cc/douyu/9392433

TV,http://nor2live.win:80/livehttpplay?channel_id=16504
TV,https://stream.ads.ottera.tv/playlist.m3u8?network_id=595
TV,https://stream.ads.ottera.tv/playlist.m3u8?network_id=644

TV1,https://stream.ads.ottera.tv/playlist.m3u8?network_id=743

TV2,https://liveh12.vtvprime.vn/hls/HTV2/03.m3u8

TV3,https://stream.ads.ottera.tv/playlist.m3u8?network_id=630
TV3,https://liveh12.vtvprime.vn/hls/HTV3/03.m3u8

TV3未知1,http://39.135.33.12/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225734/index.m3u8

TV58未知2,http://39.135.33.12/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225758/index.m3u8

TV63未知3,http://39.135.33.12/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225763/index.m3u8

TV7,https://liveh12.vtvprime.vn/hls/HTV7HD/03.m3u8

TVAZTECAONURAS,http://nor2live.win:80/livehttpplay?channel_id=23228

TVAsahi,https://nl.utako.moe/TV_Asahi/index.m3u8

TVAsahi(Primehome),http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=hdgd06
TVAsahi(Primehome),http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd06

TVAsahiChannel1,https://nl.utako.moe/ex_ch1/index.m3u8

TVAsahiChannel2,https://nl.utako.moe/ex_ch2/index.m3u8

TVB-å¥–é—¨äºº,http://iptv.4666888.xyz/iptv2A.php?id=31$ç§’æ’­çº¿è·¯

TVB-é‡‘æ›²,http://iptv.4666888.xyz/iptv2A.php?id=57$ç§’æ’­çº¿è·¯

TVB-奖门人,http://iptv.4666888.xyz/iptv2A.php?id=31

TVB-獎門人,http://iptv.4666888.xyz/iptv2A.php?id=31

TVB-金曲,http://iptv.4666888.xyz/iptv2A.php?id=57

TVB1,http://iptv.4666888.xyz/iptv2A.php?id=25
TVB1,https://6.cdn.loc.cc/163189.php?id=tvb1
TVB1,http://iptv.4666888.xyz/iptv2A.php?id=25$ç§’æ’­çº¿è·¯

TVBJ,http://cdn6.163189.xyz/163189/j1

TVBJ1,https://bcovlive-a.akamaihd.net/e360e3f9895c4fae99b133ec8dc20f01/us-west-2/5324042807001/4a3bca5b047b4564b18bb12dfa26ba62/playlist_ssaiM.m3u8
TVBJ1,http://iptv.4666888.xyz/iptv2A.php?id=26
TVBJ1,http://iptv.4666888.xyz/iptv2A.php?id=26$ç§’æ’­çº¿è·¯
TVBJ1,http://php.jdshipin.com/TVOD/iptv.php?id=j1

TVBJAE(),http://cdn6.163189.xyz/163189/jade

TVBPLUS,http://o11.163189.xyz/stream/tvb/tvbp/
TVBPLUS,http://67.220.71.199:2347/livehttpplay?channel_id=30023

TVBPlus,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUmzdDaM5ESuA4OGFRoBeTq1D12jeIS1It1QSHbFcFsX9D13WmfdsrQS7s0FbmQfsGvORPqpAWZo2Ly8qiDxaDgEZrn-NsaBHcUYw7kDNK7vzpVT0I7Sym35k_cBQlQoA8tQceUnUjlc3skRKn280RHCJaugVHMZKPC6SKqD6G5KJfCHvJR8-m7Ptgfa6y9ozeohWjIW3nt37T_fESHlfYsQ.m3u8?u=1756878715
TVBPlus,https://o11.163189.xyz/stream/tvb/tvbp/
TVBPlus,http://tl.061833.xyz/tl/pluse
TVBPlus,http://r.jdshipin.com/Nr5jq
TVBPlus,http://r.jdshipin.com/ndGgS

TVBS,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUHWMHCytb2VBItbRCwo0Lyg_eOOZtFuqPa4t0j_eSveWP9aYFGU9KyqHId0yBbQCNk_YYNPAQshbfPKqC9c38lNgUXvOX1CWo8KR7PlDyfDvX_iwDtRZKy5TXRRRgnnBLkL6BSjACZP-UTeaLQfhMZaNzw7_yLFCytFhoKEJdKnWR4s-z1aYsDToMQ8eJ8brenzAnvC6viw0jRoU0QZYpLA.m3u8?u=1756878715
TVBS,http://rihou.cc:555/tv/TVBS1

TVBSæ–°é—»,http://rihou.cc:555/tv/[FY]tvbSæ–°é—»

TVBSç²¾é‡‡,http://iptv.4666888.xyz/iptv2A.php?id=47

TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd

TVBS新聞,http://iptv.4666888.xyz/iptv2A.php?id=43
TVBS新聞,http://156.238.248.80:5008/proxy?url=http%3A//38.14.195.5%3A5050/trams/738/playlist.m3u8%3Ftoken%3Dabc123

TVBS新闻,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUHWMHCytb2VBItbRCwo0LymUZNT2bmlxSvQ4cHRLiJ2fe2MaJc9Z6qOVHYbAImRKurKFLRanLJEjwLLytJ5msriMu78zUItpIgJjRN_mEajAeMurzBNZ6hoCeXJs5WQzLW-nmSuRFnv4FyYXnpB2GHc0J8Pp4HFKFRkpYhUW4r4qIZGA-BhwepMx06F0exFTlBdJ4GjyCsLcmGsAfpOI7YQ.m3u8?u=1756878715
TVBS新闻,http://iptv.4666888.xyz/iptv2A.php?id=43

TVBS欢乐,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUHWMHCytb2VBItbRCwo0Lyj9WnUXorByJnTJc-i4mhyFvTu1PnYj_mlPrdTK-IhXnJEWUhl7A-O6Yibl-9DI7LmoFvsy175Em0tTJL1QbF0G45ntypZWENIJFBNVRMWUdhTjTPFc02qdguAFwJMO04UndsXDXK_eCUi5Ft_68OWmsN6kuWq8igNtDIYNbLnv0RkVd-N7ekvxRYZ2-_PpyYw.m3u8?u=1756878715

TVBS精彩,http://iptv.4666888.xyz/iptv2A.php?id=47

TVBS精采,http://iptv.4666888.xyz/iptv2A.php?id=47

TVBplus备,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv

TVBå�ƒç¦§ç»�å…¸,https://o11.163189.xyz/stream/live/tvbc/
TVBå�ƒç¦§ç»�å…¸,http://iptv.4666888.xyz/iptv2A.php?id=22$ç§’æ’­çº¿è·¯

TVBæ­¦ä¾,https://cdn6.163189.xyz/163189/yzwx

TVBæ˜Ÿæ²³,https://o11.163189.xyz/stream/live/tvbxh/#https://cdn10.163189.xyz/stream/163189/xinghe/
TVBæ˜Ÿæ²³,https://cdn6.101.qzz.io/163189/tvbxh
TVBæ˜Ÿæ²³,http://r.jdshipin.com/Voac4

TVBç¿¡ç¿ (é©¬æ�¥),http://iptv.4666888.xyz/iptv2A.php?id=28$ç§’æ’­çº¿è·¯

TVBé»„é‡‘å��å‰§,http://r.jdshipin.com/62WM7
TVBé»„é‡‘å��å‰§,http://iptv.4666888.xyz/iptv2A.php?id=34$ç§’æ’­çº¿è·¯

TVB亚洲劇,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUHkx3P0nd7oLlaOTb26Owcb9JwFsteymxnl5kxNTLmALqKGSGzQpl3rIvjZ40qu_Iq3obYStJnslU-A6S0vyy2WUXmv_BOrddUzsh0Ar0KYZip5OiNvh9vztOmGGDPfOjKp1BsKyix2XaF3N-gfmmu_hIb3X7-efPoYCRlx6j2MkMPf-bIJRo33k028Xa-kLVQvJEfj-9m5QihYOD5hGWXUxXv61rF3WBURfr4AvOCh0.m3u8?u=1756878715

TVB亚洲武侠,http://cdn6.163189.xyz/163189/yzwx

TVB兒童,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUCQ6uvQZSU-cEt62NoPYmmrjzVY4Y6qV-GdiFq5TP4mZlxGW4sTnXxtllPt84IyH8VE4quYXRyQNCCP4ez_4D11g0HeqkBApIDYT2vXVg32Ywdwe9pJUL7yyKsBhsKiPctbcP2wy2S-6vNyP-6YC5KX89xirhB7_2NSegfqN3YviQH5-wA8-u2XuNYv6LV9u4Ymzxv7PACpsiwh4S2xNGgg.m3u8?u=1756878715

TVB力作：团圆,https://live.ottiptv.cc/yy/1382745094

TVB功夫台,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUUozK_Ksd89ERNm_NAUBu16A4cLsQI1PSl_5O77xEGGMmoK1bKIfd0W4-XoUhk6g_-ClaZeD2_uCh9wtZv6_R4uWrm16gDPabQzEbvP6BDrW5fAMXEZSo7mskImOREoRzvDErR7f-q5ehFokKtLzXSuhiIzfSwyf7_iQTUCMbZFCRNozz0s2AKITmI_p6n22XFW5nB2Mkc4-1QtOYifle-b2c6jMYQtcuF76Wx0xGqsk.m3u8?u=1756878715
TVB功夫台,http://cdn6.163189.xyz/163189/yzwx

TVB功夫台(),http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUUozK_Ksd89ERNm_NAUBu1-2KloEDbSnxQMhdxYThJ_6LbsKyNNJMwXn-v4ExhSVYAYpe90fGSiM5BW53IHKkDMMGREPxHKV30dVCx7Y9MdzaMQBGvniPzTaiAUAW5zJNvjWtXvkW_dDeVfcnSeK3KlxrrwYwNGyVJ0dfij06HLRT2ckA9eUdrDJjji4aBmxo9wE8V6AvQ9yIgsvBD3PXFfdxJIxduTZ-1H2ZjEXj_J8.m3u8?u=1756878715

TVB华语劇,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iU4BMzxHRNUyQPNES-VxRbAi8Mxl-jPVl7FIWFVYl4YqRaRI01gYY24QQauu6KO1pG388Dp2P_0kqo6p5GWoNIC3s7K9ggIPcDP1CqCxvj7pt-amwcU8KuLwhUPhAPpPjmqW6iqOnd9pR0lQu5VFBJ2pxvrlkLb0IeGNT3sQpqG0K92N6JtJHMFZzXVGV5xEJ2x4y4Q9DpZguXR0ObYTDZYTGiTIaLjBlBICBqjjdtdS4.m3u8?u=1756878715

TVB娛樂新聞,http://iptv.4666888.xyz/iptv2A.php?id=36

TVB娱乐新闻,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iU1KYfAUe3CIttX4wLcfg8FGY8KO8aHuyPSWw6ngTivaDx5mUaBqvY3dpNjpCdrB8zCtTc9dNUgyl8p6s7iw_PS2KgUiUB1QdMtryFkjncD1QMBH0Thwo_1CCkniwWvulJkwn_x78gfWKNXpoUsNBBJSzx9A5nqcVeOUJeakOCW3tHAqfPa8AH_SSuqr7hz8695ID26nyLoesxzMQgMMvJrA.m3u8?u=1756878715
TVB娱乐新闻,http://iptv.4666888.xyz/iptv2A.php?id=36

TVB戏曲,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUVr3twGdTnpuHxexs8xJKDbo2eQJJx1fM-DkgZ6QDaMo6JQHFGwKOAqLXa_NmpbrR-i7Beus8jL6lIn4ICwp5ARl5kwVzAqDA8iU_fw2R1CK2dYljoq7afYSKolQ7CBLRjGns1EwykcOlo3-AncnKJbEDwRcvIf-Hwl5UF1CBdkDDt2_cwB9F_TB_sznjrnoF6NiqEbtKSAjfZOwSOEfaySuyRETnCt6v1di8KSHSZr8.m3u8?u=1756878715

TVB无线新闻,https://stream1.freetv.fun/678d877ac436471c003e6f566eaa81b022de75dca45be60e1660efbf223765ca.m3u8

TVB明珠,http://iptv.4666888.xyz/iptv2A.php?id=29
TVB明珠,http://122.152.202.33/s/81a8a44f/index.m3u8?id=23
TVB明珠,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8
TVB明珠,https://mytv.cdn.loc.cc/o12.php?id=mzt

TVB明珠台,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUGeE1gxpzjLoQWTWir772RiW9xP-7Vhz6iB1D9htxteCYrrT1zajd8n21mzIJri_TqeOEAMPrPGtUZA8iM9Ah11IK4uG0LIlw3KaFdk4fwauAyKHAjgL4Tyq7kG4ymrDqKy67Wfy53YIT4PWa-8mCkC3Ffa1jwixSqREtjad3qPhQLyoz7LTqA-Nn1wk3l8-kIQVmAF-lsHkY0Gti7mZdIQ.m3u8?u=1756878715

TVB星河,http://cdn6.163189.xyz/163189/tvbxh
TVB星河,http://o11.163189.xyz/stream/live/tvbxh/
TVB星河,https://cdn10.163189.xyz/stream/163189/xinghe/
TVB星河,http://r.jdshipin.com/Voac4

TVB星河3,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe

TVB经典,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUGVVpMwZ6hyPzB3VxOQQURmyS-lMNJUPk_jp3YW0uV_qvG2B3gl3Q3mLtwKTrl-Z3GtIIAk9uHtTWaDp_7Zl4XQXLYnigqJXA1E7o0wTcL88uso9AjrIt_Yo47o80Ipb3rAGUHRqDL79I8VSCTayOQhUrPfHoFIZAzaH9NebrducA28BBbiS4Gqt-mfwbfpImFOXchNOWgFwhJ0qWNasSAg.m3u8?u=1756878715

TVB翡翠(馬來),http://iptv.4666888.xyz/iptv2A.php?id=28

TVB翡翠(马来),http://iptv.4666888.xyz/iptv2A.php?id=28

TVB翡翠剧集,http://iptv.4666888.xyz/iptv2A.php?id=33

TVB翡翠剧集台,http://cdn6.163189.xyz/163189/tvbd

TVB翡翠剧集台(TVBRAMA),http://cdn6.163189.xyz/163189/tvbd

TVB翡翠劇集,http://iptv.4666888.xyz/iptv2A.php?id=33

TVB翡翠台,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUVBMebB-0s_t1mmJvMNHiXq_bJ2Cb2_rkjs8_iAgPWb6Uqr2eMUAeqv_AORRwOjT5IsFjfMAEPHWh0K8XgyZp-kp75ipWTJ1kV4iF8QOP3rntz-s7PorCqKLpfUkL0F9TFX40JOL29gGYjauDNUGTA3wF2DZDn9_EcYPOvgRFk0gXPTUutVYbeawjtj-qfBr_GkWTNUMnCqxHyxDrWFpXDQ.m3u8?u=1756878715

TVB翡翠台(MY),http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUbdYXReTnHFlrVjWJZu1iEsHLJr2rKjwTRzYT5ODAfJKJaulvp2Jv6BiXke50tQHRXlTD0IM6th_5XxD0qGMYf8AP4hPIP6HdCcpVMfZgVP0Obxq9wrEaX7O97zy-PIbj1zXokzMD2HsLghxGpjbrwD4fgTFOFwPfLgBez96ClESBXKQzkeJp3gNIyFXwuQfAicb2MRivrXHlETsJz8B8tw.m3u8?u=1756878715

TVB金曲,http://iptv.4666888.xyz/iptv2A.php?id=57

TVB黃金翡翠,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUxxL1--UxpftQ8Xs-VxVuXRk0-_8P0MsgZvayqOumBh0XJAp8mmboompRTJU71LLI3z5fFMFL9Kggr7tAQKOIgsHPddS7WrZM6ZGrHZvUstV2XrHOpzTFIJ4tbMlZj-m81zGhlTcJTNOEURnfCEVu38kWxz59RskZ2Zbgy5qoszm_lpSgXQvhXz1j5twetwQ_4WAPk_s6SIQk0XdUpthjjTtSPxImgz3cj5BhQI1x4Sk.m3u8?u=1756878715

TVB黃金華劇,http://iptv.4666888.xyz/iptv2A.php?id=34
